"pathway_id","pathway_name","n_genes","calib_mode","acat_p","fisher_p","tfisher_p_analytic","tau_hat","tfisher_stat_hat","minp_p_analytic","stouffer_p_analytic","magma_pvalue","omni_p_analytic","omni_p_analytic_BH","omni_p_global","omni_p_global_BH","omni_p_mvn","omni_p_mvn_BH","acat_p_mvn_cal","fisher_p_mvn_cal","tfisher_p_mvn_cal","minp_p_mvn_cal","stouffer_p_mvn_cal","omni_p_mvn_compcal","omni_p_final","omni_p_final_BH","omni_p_final_q_storey","omni_p_final_q_bky10","omni_p_final_q_ihw10","genes_used","gene_pvals_used","dominant_component","agreement_score","agreement_k","agreement_m","calibration_impact"
"PWY-241","C4 photosynthetic carbon assimilation cycle, NADP-ME type",18,"mvn",0.170189354722034,0.355075638720003,0.671892509026637,0.05,5.41897978191698,0.181409153131367,0.813473268223749,NA,0.399537116777936,0.585036492424835,NA,NA,0.384052318953621,0.558373938904201,NA,NA,NA,NA,NA,NA,0.384052318953621,0.558373938904201,0.268951932935359,0.806103221657473,0.558373938904201,"SORBI_3003G234400;SORBI_3003G036000;SORBI_3003G036200;SORBI_3003G292400;SORBI_3003G280900;SORBI_3009G108700;SORBI_3009G069600;SORBI_3005G154850;SORBI_3007G166200;SORBI_3007G166300;SORBI_3009G132900;SORBI_3001G326900;SORBI_3010G160700;SORBI_3003G100600;SORBI_3003G301800;SORBI_3004G106900;SORBI_3007G106500;SORBI_3002G167000","1.106e-02;8.655e-01;2.301e-01;2.613e-01;5.430e-01;5.752e-01;7.913e-01;9.686e-01;2.630e-01;8.240e-02;5.194e-01;6.479e-01;9.508e-01;6.707e-01;5.942e-01;1.505e-02;8.777e-01;8.473e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6275","&beta;-caryophyllene biosynthesis",16,"mvn",0.24145537873316,0.326644526995866,0.806912252967753,0.05,1.21790620352787,0.356711833021647,0.316605939471848,NA,0.415901379148877,0.606831193775942,NA,NA,0.393972120557589,0.568993549706471,NA,NA,NA,NA,NA,NA,0.393972120557589,0.568993549706471,0.274067080067578,0.821434349928356,0.568993549706471,"SORBI_3005G130450;SORBI_3003G368600;SORBI_3005G130400;SORBI_3005G130100;SORBI_3004G153900;SORBI_3007G187100;SORBI_3007G133900;SORBI_3001G363400;SORBI_3001G373300;SORBI_3001G173000;SORBI_3001G369200;SORBI_3006G010100;SORBI_3006G247500;SORBI_3007G034700;SORBI_3007G035800;SORBI_3007G064800","5.048e-01;5.515e-01;7.494e-01;7.443e-01;2.346e-01;8.425e-02;4.794e-01;5.716e-01;6.270e-01;2.758e-01;2.720e-02;2.661e-01;3.768e-01;5.147e-01;5.995e-01;2.031e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5481","pyruvate fermentation to (<i>S</i>)-lactate",2,"mvn",0.341710938897117,0.369607537303705,0.842164623111505,0.001,0,0.4656536199,0.425596904860266,NA,0.533317101075417,0.733758427654098,NA,NA,0.394132117357653,0.568993549706471,NA,NA,NA,NA,NA,NA,0.394132117357653,0.568993549706471,0.274067080067578,0.821434349928356,0.568993549706471,"SORBI_3004G004500;SORBI_3004G004400","2.690e-01;4.377e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-4201","volatile cinnamoic ester biosynthesis",4,"mvn",0.325852155010017,0.415657837437623,0.829093950850168,0.2,1.30881470448803,0.355342593474112,0.268238232838255,NA,0.463205004928553,0.657142048514556,NA,NA,0.399092018159637,0.574132377001583,NA,NA,NA,NA,NA,NA,0.399092018159637,0.574132377001583,0.276542298622286,0.828853079474116,0.574132377001583,"SORBI_3007G058600;SORBI_3007G058400;SORBI_3007G058800;SORBI_3007G059100","6.630e-01;5.130e-01;1.040e-01;4.724e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-5035","gibberellin biosynthesis III (early C-13 hydroxylation)",10,"mvn",0.25436461960936,0.351882622552302,0.777243541018354,0.1,2.75906680797118,0.390705465866551,0.400755685695597,NA,0.4391797215644,0.630992969928397,NA,NA,0.405071898562029,0.579512020870694,NA,NA,NA,NA,NA,NA,0.405071898562029,0.579512020870694,0.279133511277986,0.836619466749945,0.579512020870694,"SORBI_3003G045900;SORBI_3009G064700;SORBI_3003G379500;SORBI_3009G142400;SORBI_3001G166401;SORBI_3001G005300;SORBI_3002G046500;SORBI_3005G015600;SORBI_3001G383400;SORBI_3002G419600","5.109e-01;5.207e-02;7.985e-01;6.986e-01;3.481e-01;3.712e-01;7.039e-01;4.834e-02;3.515e-01;8.077e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWYQT-4445","pyrimidine salvage pathway",15,"mvn",0.220710197042009,0.383339740092874,0.778809086471075,0.02,0.0232344386803815,0.258815214863792,0.577777982213374,NA,0.432024236369896,0.625900837143665,NA,NA,0.406191876162477,0.579512020870694,NA,NA,NA,NA,NA,NA,0.406191876162477,0.579512020870694,0.279133511277986,0.836619466749945,0.579512020870694,"SORBI_3009G160500;SORBI_3008G190400;SORBI_3004G000100;SORBI_3007G194700;SORBI_3007G218600;SORBI_3002G257200;SORBI_3007G169700;SORBI_3002G072300;SORBI_3002G206800;SORBI_3001G153300;SORBI_3001G073500;SORBI_3001G125000;SORBI_3003G274200;SORBI_3003G113200;SORBI_3003G061200","1.976e-01;7.433e-01;7.887e-01;8.179e-01;4.032e-01;4.177e-01;5.475e-01;2.687e-01;6.611e-02;3.974e-01;7.284e-01;1.977e-02;3.712e-01;4.901e-01;8.242e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5934","iron reduction and absorption",2,"mvn",0.341158597058515,0.367350740140338,0.842208298612429,0.001,0,0.5121256896,0.437115777653348,NA,0.544246431672886,0.74380345661961,NA,NA,0.407071858562829,0.579512020870694,NA,NA,NA,NA,NA,NA,0.407071858562829,0.579512020870694,0.279133511277986,0.836619466749945,0.579512020870694,"SORBI_3001G142800;SORBI_3006G093100","3.870e-01;3.015e-01","acat_p",0,0,5,"Remains_nonsignificant"
"COA-PWY","coenzyme A biosynthesis I (prokaryotic)",11,"mvn",0.295976125658681,0.286359978449149,0.852687585835289,0.2,3.14900855129864,0.689624112559541,0.146927410818114,NA,0.445261612047188,0.636088017210269,NA,NA,0.417631647367053,0.591740742504738,NA,NA,NA,NA,NA,NA,0.417631647367053,0.591740742504738,0.285023718702886,0.854273607137121,0.591740742504738,"SORBI_3004G189600;SORBI_3007G060700;SORBI_3010G074500;SORBI_3010G074700;SORBI_3010G074432;SORBI_3003G030200;SORBI_3006G039500;SORBI_3003G161600;SORBI_3007G140300;SORBI_3004G032200;SORBI_3002G052900","1.009e-01;1.896e-01;6.666e-01;5.651e-01;6.226e-01;1.118e-01;6.203e-01;2.479e-01;1.549e-01;4.046e-01;6.882e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"GLYSYN2-PWY","glycine biosynthesis",9,"mvn",0.267383274891593,0.213774669241175,0.865559667392822,0.1,0.151452407723181,0.583391581329651,0.243708382497453,NA,0.455634151866993,0.648645841199539,NA,NA,0.418551628967421,0.591740742504738,NA,NA,NA,NA,NA,NA,0.418551628967421,0.591740742504738,0.285023718702886,0.854273607137121,0.591740742504738,"SORBI_3006G147450;SORBI_3006G147600;SORBI_3006G147700;SORBI_3007G213700;SORBI_3002G006600;SORBI_3003G373600;SORBI_3005G113300;SORBI_3008G144800;SORBI_3001G097100","2.318e-01;4.148e-01;4.031e-01;1.992e-01;6.586e-01;9.271e-02;3.495e-01;1.979e-01;4.148e-01","fisher_p",0,0,5,"Remains_nonsignificant"
"PWY-82","UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)",3,"mvn",0.302880234061687,0.306953485776094,0.857835593753301,0.001,0,0.598656979794053,0.301902589048543,NA,0.518089524442163,0.720056627190803,NA,NA,0.419991600167997,0.591740742504738,NA,NA,NA,NA,NA,NA,0.419991600167997,0.591740742504738,0.285023718702886,0.854273607137121,0.591740742504738,"SORBI_3010G253200;SORBI_3004G037900;SORBI_3004G038900","3.447e-01;2.624e-01;3.093e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-63","UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)",3,"mvn",0.342982525771353,0.358432130945929,0.850739699142598,0.2,0.133562067380703,0.462790819950912,0.368193623531363,NA,0.525587976103065,0.728010372304921,NA,NA,0.423851522969541,0.595133987731204,NA,NA,NA,NA,NA,NA,0.423851522969541,0.595133987731204,0.286658142874567,0.859172306231668,0.595133987731204,"SORBI_3001G400000;SORBI_3006G217300;SORBI_3002G029800","2.822e-01;1.871e-01;6.952e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-1121","suberin monomers biosynthesis",67,"mvn",0.192243500187609,0.260959861021617,0.768118036159661,0.02,3.57368809227676,0.420121624752697,0.566366407255502,NA,0.4186321865405,0.608649632913493,NA,NA,0.427151456970861,0.597365001852505,NA,NA,NA,NA,NA,NA,0.427151456970861,0.597365001852505,0.287732755277696,0.862393136477208,0.597365001852505,"SORBI_3006G272600;SORBI_3006G247200;SORBI_3006G247300;SORBI_3006G079500;SORBI_3008G051300;SORBI_3008G010800;SORBI_3005G054900;SORBI_3005G020300;SORBI_3005G033100;SORBI_3005G156100;SORBI_3009G031400;SORBI_3003G242000;SORBI_3003G303900;SORBI_3003G004900;SORBI_3003G258200;SORBI_3010G045500;SORBI_3010G045400;SORBI_3010G214900;SORBI_3001G491400;SORBI_3006G177000;SORBI_3001G509901;SORBI_3004G288500;SORBI_3008G036000;SORBI_3005G037000;SORBI_3009G155500;SORBI_3003G360600;SORBI_3003G362700;SORBI_3003G380600;SORBI_3002G128900;SORBI_3002G265300;SORBI_3006G175900;SORBI_3006G175800;SORBI_3006G085601;SORBI_3007G195300;SORBI_3005G232000;SORBI_3009G114800;SORBI_3003G008200;SORBI_3003G008300;SORBI_3003G378301;SORBI_3004G282800;SORBI_3007G122400;SORBI_3001G530300;SORBI_3001G320300;SORBI_3006G185600;SORBI_3002G181800;SORBI_3003G327800;SORBI_3009G181800;SORBI_3010G052200;SORBI_3007G218800;SORBI_3007G043200;SORBI_3007G218700;SORBI_3007G217200;SORBI_3002G242300;SORBI_3007G047300;SORBI_3001G346800;SORBI_3002G325000;SORBI_3003G337400;SORBI_3004G141200;SORBI_3002G126600;SORBI_3004G220700;SORBI_3004G220400;SORBI_3004G220500;SORBI_3004G220300;SORBI_3004G220600;SORBI_3001G160500;SORBI_3006G148800;SORBI_3006G148900","6.886e-01;2.529e-01;5.844e-01;6.776e-02;8.521e-02;2.995e-01;2.082e-01;8.574e-02;3.864e-01;5.009e-01;8.271e-03;3.426e-02;5.541e-01;3.898e-01;8.515e-01;7.581e-01;3.346e-01;5.036e-01;8.799e-01;3.806e-01;1.929e-01;2.447e-01;1.421e-01;3.735e-02;1.432e-01;8.266e-01;8.100e-03;9.477e-01;6.786e-01;5.928e-01;7.708e-01;8.020e-01;6.996e-01;3.470e-01;4.878e-01;1.202e-01;6.642e-01;6.512e-01;8.683e-01;5.654e-01;7.748e-01;1.672e-01;2.009e-01;3.443e-01;4.158e-01;7.744e-01;2.020e-01;2.863e-01;3.446e-01;5.572e-01;3.827e-01;6.874e-01;5.381e-01;1.040e-01;7.558e-01;6.714e-01;5.043e-01;2.012e-01;3.988e-01;8.323e-01;8.588e-01;8.925e-01;8.635e-01;7.575e-01;7.692e-01;2.894e-01;2.499e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5670","epoxysqualene biosynthesis",2,"mvn",0.385002641687748,0.430668528627865,0.842181659860343,0.001,0,0.55697664,0.374239851877361,NA,0.563667258494294,0.760297356151679,NA,NA,0.429091418171637,0.597365001852505,NA,NA,NA,NA,NA,NA,0.429091418171637,0.597365001852505,0.287732755277696,0.862393136477208,0.597365001852505,"SORBI_3001G049600;SORBI_3001G447600","4.424e-01;3.344e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-3341","L-proline biosynthesis III",5,"mvn",0.343003087689692,0.52381996513944,0.77577060385609,0.05,0.162029693428554,0.210242505105634,0.602605597709272,NA,0.484788371156719,0.685153116388404,NA,NA,0.429811403771925,0.597365001852505,NA,NA,NA,NA,NA,NA,0.429811403771925,0.597365001852505,0.287732755277696,0.862393136477208,0.597365001852505,"SORBI_3003G356000;SORBI_3009G160100;SORBI_3003G424300;SORBI_3007G143600;SORBI_3001G156100","5.406e-01;4.611e-02;8.254e-01;8.565e-01;6.034e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6908","thiamine diphosphate biosynthesis IV (eukaryotes)",8,"mvn",0.342813302859828,0.428692574667241,0.80863320661242,0.05,0.081185708216516,0.32538585664715,0.419568857238035,NA,0.488702877675245,0.686192396735789,NA,NA,0.441571168576628,0.611635740258168,NA,NA,NA,NA,NA,NA,0.441571168576628,0.611635740258168,0.294606540766592,0.882995258823411,0.611635740258168,"SORBI_3003G160500;SORBI_3003G414600;SORBI_3009G114500;SORBI_3002G169900;SORBI_3003G209600;SORBI_3010G201700;SORBI_3008G067100;SORBI_3004G070700","6.897e-01;2.862e-01;4.801e-02;2.545e-01;9.044e-01;6.065e-01;3.874e-01;5.490e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis",3,"mvn",0.677794362796199,0.351934816096895,0.813739870870684,0.1,0.0166087723272308,0.268988542826091,0.520101549386792,NA,0.551016726816215,0.75055434549717,NA,NA,0.446371072578548,0.616202490765,NA,NA,NA,NA,NA,NA,0.446371072578548,0.616202490765,0.296806207137942,0.889588102864964,0.616202490765,"SORBI_3008G066100;SORBI_3004G282700;SORBI_3004G352700","9.917e-02;3.805e-01;9.414e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6019","pseudouridine degradation",2,"mvn",0.359456176122345,0.393634453834757,0.842204750184508,0.001,0,0.5734342656,0.522911260160698,NA,0.583133032677066,0.783016654705851,NA,NA,0.4497510049799,0.618784939737447,NA,NA,NA,NA,NA,NA,0.4497510049799,0.618784939737447,0.298050095139252,0.89331628624068,0.618784939737447,"SORBI_3009G112300;SORBI_3001G004200","3.725e-01;3.469e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-381","nitrate reduction II (assimilatory)",9,"mvn",0.306551238167347,0.408013461883489,0.810261449260254,0.2,4.13311358978982,0.438003164382832,0.389403777282938,NA,0.495021163696398,0.692691730769704,NA,NA,0.453090938181236,0.621295266402364,NA,NA,NA,NA,NA,NA,0.453090938181236,0.621295266402364,0.299259243994146,0.896940349383695,0.621295266402364,"SORBI_3004G309300;SORBI_3004G247000;SORBI_3001G231000;SORBI_3001G116400;SORBI_3001G451500;SORBI_3006G249400;SORBI_3004G196101;SORBI_3007G153900;SORBI_3004G312500","5.312e-01;8.166e-02;3.206e-01;7.132e-01;8.238e-01;6.202e-02;5.752e-01;4.100e-01;7.132e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-4381","fatty acid biosynthesis initiation I",2,"mvn",0.381131861999101,0.424406925659196,0.842191930017234,0.001,0,0.5185583004,0.536887874283975,NA,0.58630759266999,0.783016654705851,NA,NA,0.458930821383572,0.627205455890882,NA,NA,NA,NA,NA,NA,0.458930821383572,0.627205455890882,0.302106004518232,0.905472665194583,0.627205455890882,"SORBI_3006G237000;SORBI_3001G403400","3.061e-01;4.726e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-7995","tricin biosynthesis",24,"mvn",0.304523062730239,0.264328788064813,0.820038949973563,0.2,10.2177785509529,0.630223916563301,0.326492906192834,NA,0.486291602119574,0.685153116388404,NA,NA,0.466770664586708,0.635800573025084,NA,NA,NA,NA,NA,NA,0.466770664586708,0.635800573025084,0.306246013938418,0.917881108944664,0.635800573025084,"SORBI_3002G367600;SORBI_3002G040400;SORBI_3002G272700;SORBI_3002G216200;SORBI_3002G040500;SORBI_3002G216500;SORBI_3002G216100;SORBI_3002G216400;SORBI_3006G223001;SORBI_3001G336200;SORBI_3001G254800;SORBI_3001G369300;SORBI_3001G364200;SORBI_3007G179750;SORBI_3007G044900;SORBI_3004G200900;SORBI_3004G200833;SORBI_3004G201100;SORBI_3004G200800;SORBI_3008G136500;SORBI_3005G214900;SORBI_3005G115800;SORBI_3009G162500;SORBI_3007G218500","1.506e-01;8.001e-02;1.663e-01;8.843e-01;5.306e-01;4.755e-01;2.856e-01;8.664e-01;2.145e-01;7.857e-01;9.014e-01;8.278e-01;4.583e-01;4.061e-02;4.525e-01;3.523e-01;3.346e-01;5.338e-01;4.019e-01;8.052e-02;5.641e-01;5.550e-01;5.902e-02;4.890e-01","fisher_p",0,0,5,"Remains_nonsignificant"
"PWY-8027","parkeol biosynthesis",2,"mvn",0.40921472937669,0.434563421860086,0.842213333230438,0.001,0,0.39720304,0.684591791524484,NA,0.602492409623672,0.794341067270579,NA,NA,0.47485050298994,0.644664590151906,NA,NA,NA,NA,NA,NA,0.47485050298994,0.644664590151906,0.310515544397717,0.930677753388314,0.644664590151906,"SORBI_3005G109400;SORBI_3005G092500","2.236e-01;6.708e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)",15,"mvn",0.346311674003891,0.330871208195607,0.824680981635156,0.2,5.86688793461704,0.483431801343689,0.404245936160575,NA,0.509796741307156,0.710941033795694,NA,NA,0.478130437391252,0.646546279600724,NA,NA,NA,NA,NA,NA,0.478130437391252,0.646546279600724,0.311421897612262,0.933394276888369,0.646546279600724,"SORBI_3001G416700;SORBI_3001G325700;SORBI_3002G356200;SORBI_3003G193700;SORBI_3004G265900;SORBI_3007G104300;SORBI_3004G295400;SORBI_3006G170200;SORBI_3001G166600;SORBI_3009G029700;SORBI_3004G217000;SORBI_3004G268100;SORBI_3001G397000;SORBI_3009G158800;SORBI_3008G083400","2.224e-01;2.859e-01;3.787e-01;4.308e-02;5.455e-01;7.905e-01;4.961e-01;9.126e-01;3.984e-01;7.034e-01;9.152e-01;7.639e-02;3.481e-01;1.293e-01;4.203e-01","fisher_p",0,0,5,"Remains_nonsignificant"
"PWY-8028","cycloartenol biosynthesis",7,"mvn",0.319199945695107,0.41989409878877,0.83116734126868,0.1,0.535941905220509,0.42709667660821,0.461890287565328,NA,0.528979038913174,0.730240424088894,NA,NA,0.479390412191756,0.646546279600724,NA,NA,NA,NA,NA,NA,0.479390412191756,0.646546279600724,0.311421897612262,0.933394276888369,0.646546279600724,"SORBI_3010G253500;SORBI_3005G109500;SORBI_3004G014400;SORBI_3004G037100;SORBI_3004G037200;SORBI_3007G090472;SORBI_3007G078200","5.593e-01;6.150e-01;6.740e-01;3.276e-01;3.078e-01;7.649e-02;4.162e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6752","<i>o</i>-diquinones biosynthesis",8,"mvn",0.296460697121465,0.378870022533865,0.824009212162275,0.1,1.05245390201764,0.385657555188804,0.64176370868706,NA,0.536674083295287,0.735907605856414,NA,NA,0.489270214595708,0.657707501587673,NA,NA,NA,NA,NA,NA,0.489270214595708,0.657707501587673,0.316797922562856,0.949507308630091,0.657707501587673,"SORBI_3010G192700;SORBI_3003G322100;SORBI_3003G310400;SORBI_3007G068300;SORBI_3007G068700;SORBI_3007G068500;SORBI_3006G181300;SORBI_3006G181400","5.908e-02;7.625e-01;1.506e-01;4.483e-01;5.815e-01;2.466e-01;7.019e-01;6.311e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-701","L-methionine degradation II",2,"mvn",0.476632387656118,0.540148152190944,0.842216237725398,0.001,0,0.56505975,0.459866605449763,NA,0.62019408268542,0.794341067270579,NA,NA,0.495330093398132,0.66367757612168,NA,NA,NA,NA,NA,NA,0.495330093398132,0.66367757612168,0.319673527912276,0.958126078203834,0.66367757612168,"SORBI_3001G193600;SORBI_3006G232400","6.213e-01;3.405e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6440","spermine and spermidine degradation II",2,"mvn",0.471358318914971,0.545836013007147,0.842283279377976,0.001,0,0.6119582151,0.453464484199438,NA,0.627910120082083,0.794341067270579,NA,NA,0.502869942601148,0.670316690753564,NA,NA,NA,NA,NA,NA,0.502869942601148,0.670316690753564,0.322871389755056,0.967710715524511,0.670316690753564,"SORBI_3007G073100;SORBI_3001G472000","5.708e-01;3.771e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6498","eumelanin biosynthesis",3,"mvn",0.403653085262384,0.484142508337412,0.857824075847167,0.001,0,0.697685635254125,0.309112078475366,NA,0.607598324101514,0.794341067270579,NA,NA,0.50384992300154,0.670316690753564,NA,NA,NA,NA,NA,NA,0.50384992300154,0.670316690753564,0.322871389755056,0.967710715524511,0.670316690753564,"SORBI_3010G249600;SORBI_3005G005500;SORBI_3008G006200","3.288e-01;5.194e-01;3.785e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY0-1535","D-serine degradation",2,"mvn",0.426911629865841,0.487397375798322,0.842239421936527,0.001,0,0.5703590791,0.594031255472493,NA,0.626859635097905,0.794341067270579,NA,NA,0.505189896202076,0.670316690753564,NA,NA,NA,NA,NA,NA,0.505189896202076,0.670316690753564,0.322871389755056,0.967710715524511,0.670316690753564,"SORBI_3002G317600;SORBI_3006G173600","3.445e-01;5.203e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-7436","vitamin E biosynthesis (tocotrienols)",9,"mvn",0.9113549577327,0.121903310276262,0.822232977279974,0.2,3.85124577762735,0.392836984766107,0.213594804884183,NA,0.563211767646158,0.760297356151679,NA,NA,0.513629727405452,0.678450739666879,NA,NA,NA,NA,NA,NA,0.513629727405452,0.678450739666879,0.326789316480146,0.979453532617677,0.678450739666879,"SORBI_3003G320000;SORBI_3005G190800;SORBI_3008G022000;SORBI_3004G269800;SORBI_3006G183500;SORBI_3004G125800;SORBI_3008G171300;SORBI_3008G171000;SORBI_3010G207900","5.393e-02;9.929e-01;4.317e-01;1.280e-01;3.369e-01;1.948e-01;1.831e-01;1.894e-01;5.235e-01","fisher_p",0,0,5,"Remains_nonsignificant"
"PWY-5032","<i>ent</i>-kaurene biosynthesis I",3,"mvn",0.466478972466038,0.57813381046583,0.857839816994488,0.001,0,0.697063598705719,0.254158258679647,NA,0.61954374354528,0.794341067270579,NA,NA,0.514629707405852,0.678450739666879,NA,NA,NA,NA,NA,NA,0.514629707405852,0.678450739666879,0.326789316480146,0.979453532617677,0.678450739666879,"SORBI_3005G161600;SORBI_3006G211500;SORBI_3001G248600","4.540e-01;6.284e-01;3.284e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6120","L-tyrosine biosynthesis III",5,"mvn",0.365508512744693,0.401702294436168,0.868886292480621,0.2,0.313782974822423,0.632346859505347,0.331174339508023,NA,0.585443542286605,0.783016654705851,NA,NA,0.520809583808324,0.683258539302057,NA,NA,NA,NA,NA,NA,0.520809583808324,0.683258539302057,0.329105088966923,0.986394370119167,0.683258539302057,"SORBI_3010G258500;SORBI_3010G258700;SORBI_3003G306100;SORBI_3004G065500;SORBI_3007G141500","3.854e-01;1.814e-01;7.590e-01;1.885e-01;5.372e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-4321","L-glutamate degradation IV",10,"mvn",0.70140475464397,0.239821013555463,0.809033633837823,0.2,4.50271177490462,0.554005521904461,0.411416569671881,NA,0.563732673829537,0.760297356151679,NA,NA,0.521609567808644,0.683258539302057,NA,NA,NA,NA,NA,NA,0.521609567808644,0.683258539302057,0.329105088966923,0.986394370119167,0.683258539302057,"SORBI_3007G009100;SORBI_3007G074500;SORBI_3006G214200;SORBI_3004G058600;SORBI_3004G182500;SORBI_3007G152800;SORBI_3001G111000;SORBI_3001G443800;SORBI_3006G095700;SORBI_3006G096500","3.227e-01;7.954e-02;9.697e-01;4.506e-01;9.649e-01;3.805e-01;2.842e-01;4.815e-01;1.365e-01;7.757e-02","fisher_p",0,0,5,"Remains_nonsignificant"
"PWY-6235","hydroxyjasmonate sulfate biosynthesis",3,"mvn",0.409168338086014,0.485041171511897,0.857814743524402,0.001,0,0.586173270592,0.52512152898949,NA,0.626785996241727,0.794341067270579,NA,NA,0.524369512609748,0.684686306273875,NA,NA,NA,NA,NA,NA,0.524369512609748,0.684686306273875,0.32979280137629,0.988455583001016,0.684686306273875,"SORBI_3003G437300;SORBI_3004G280000;SORBI_3006G154200","2.548e-01;6.064e-01;4.199e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5172","acetyl-CoA biosynthesis III (from citrate)",3,"mvn",0.449541008700624,0.54554686037032,0.857806669804372,0.001,0,0.608033971306496,0.425328700367461,NA,0.631190543119522,0.794341067270579,NA,NA,0.5282494350113,0.687562756681374,NA,NA,NA,NA,NA,NA,0.5282494350113,0.687562756681374,0.331178301026592,0.992608205068181,0.687562756681374,"SORBI_3003G143700;SORBI_3005G222200;SORBI_3008G132700","2.682e-01;4.816e-01;6.399e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PANTO-PWY","phosphopantothenate biosynthesis I",6,"mvn",0.338104066369703,0.369638146634173,0.890965321966152,0.001,0,0.787054825591174,0.17483365917975,NA,0.589476401656872,0.784692612595187,NA,NA,0.53344933101338,0.69035421799401,NA,NA,NA,NA,NA,NA,0.53344933101338,0.69035421799401,0.332522863985997,0.996638131611071,0.69035421799401,"SORBI_3010G078100;SORBI_3002G275700;SORBI_3003G011700;SORBI_3003G011800;SORBI_3003G011600;SORBI_3001G009900","3.783e-01;4.465e-01;2.272e-01;2.585e-01;2.640e-01;5.764e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-4261","glycerol degradation I",4,"mvn",0.335122840428911,0.365690469277011,0.870627484844722,0.001,0,0.725178795443885,0.426695699246991,NA,0.61699461543467,0.794341067270579,NA,NA,0.535529289414212,0.69035421799401,NA,NA,NA,NA,NA,NA,0.535529289414212,0.69035421799401,0.332522863985997,0.996638131611071,0.69035421799401,"SORBI_3006G029700;SORBI_3004G255900;SORBI_3007G103000;SORBI_3006G239800","3.524e-01;2.760e-01;2.779e-01;4.707e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5173","superpathway of acetyl-CoA biosynthesis",3,"mvn",0.449541008700624,0.54554686037032,0.857815072572511,0.001,0,0.608033971306496,0.425328700367461,NA,0.631198103377083,0.794341067270579,NA,NA,0.536169276614468,0.69035421799401,NA,NA,NA,NA,NA,NA,0.536169276614468,0.69035421799401,0.332522863985997,0.996638131611071,0.69035421799401,"SORBI_3003G143700;SORBI_3005G222200;SORBI_3008G132700","2.682e-01;4.816e-01;6.399e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY18C3-22","methylsalicylate biosynthesis",4,"mvn",0.621530474907159,0.67857132895635,0.83123535407692,0.2,1.1673303398859,0.376993094407003,0.373913861890216,NA,0.616188769715043,0.794341067270579,NA,NA,0.537129257414852,0.69035421799401,NA,NA,NA,NA,NA,NA,0.537129257414852,0.69035421799401,0.332522863985997,0.996638131611071,0.69035421799401,"SORBI_3010G130500;SORBI_3010G011700;SORBI_3003G269700;SORBI_3005G226200","7.726e-01;8.505e-01;1.116e-01;7.812e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
